id,pic_id,age,male,college,orientation,friend_request,char_positivity,char_outgoing,char_open,char_friendly,char_discipline,char_social,char_economic,rating,face,nose,eyes,mouth,overall_feature,skin,hair,color,acne,glasses,double_eyelid,thick_eyebrow,thick_lip,face_shape,long_hair
362,11,21,1,3,1,2,5,5,5,4,3,3,3,4,2,2,2,2,2,3,3,healthy,0,0,1,0,1,round,1
362,12,21,1,3,1,3,5,3,4,5,4,4,4,8,5,4,5,5,4,5,5,fair,0,0,1,0,0,long,0
363,1,23,1,2,1,1,2,3,4,3,2,2,2,5,2,2,2,2,2,2,2,black,0,0,1,0,0,long,1
363,2,23,1,2,1,1,3,4,3,2,2,3,3,4,2,2,2,2,2,2,2,healthy,0,1,0,1,0,square,0
363,3,23,1,2,1,1,4,4,4,4,4,4,4,6,3,3,3,3,3,3,3,healthy,0,0,0,0,0,square,0
363,4,23,1,2,1,2,3,2,2,2,2,3,3,5,3,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
363,5,23,1,2,1,1,2,3,3,2,2,4,4,6,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
363,6,23,1,2,1,1,2,2,2,2,2,3,5,5,3,3,3,3,3,3,3,healthy,0,0,0,0,0,long,1
364,1,23,0,3,1,2,3,3,3,3,5,3,3,6,3,3,3,3,3,3,5,black,0,0,1,0,0,long,1
364,2,23,0,3,1,2,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,healthy,0,1,0,1,0,square,0
364,3,23,0,3,1,2,4,3,3,4,5,5,5,7,3,3,3,3,4,3,3,healthy,0,0,0,0,0,square,0
364,4,23,0,3,1,2,4,3,3,3,3,3,3,5,3,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
364,5,23,0,3,1,3,4,4,3,4,5,5,5,7,3,3,3,3,4,3,3,fair,0,0,1,0,0,round,1
364,6,23,0,3,1,4,3,3,3,3,5,5,5,6,3,3,3,3,3,3,3,healthy,0,0,0,0,0,long,1
365,7,24,0,1,1,3,3,2,3,3,3,3,2,6,4,3,3,3,3,3,3,healthy,1,1,1,1,1,square,0
365,8,24,0,1,1,2,3,3,3,3,2,2,2,8,4,4,4,4,4,4,1,healthy,0,0,1,0,0,square,0
365,9,24,0,1,1,2,2,2,3,3,3,2,2,4,4,4,4,4,2,3,1,black,1,0,0,1,1,square,1
365,10,24,0,1,1,3,3,4,4,4,3,3,3,7,3,2,3,3,3,4,3,fair,0,0,1,0,0,round,1
365,11,24,0,1,1,2,4,4,4,4,3,3,2,6,4,2,4,2,3,3,3,healthy,0,0,1,0,1,round,1
365,12,24,0,1,1,2,3,4,4,3,3,3,3,8,4,2,4,4,4,4,3,fair,0,0,1,0,0,long,0
366,7,21,1,5,3,2,4,4,4,4,3,3,3,8,3,4,4,3,3,3,3,healthy,1,1,1,1,1,square,0
366,8,21,1,5,3,2,4,4,4,4,4,4,4,8,4,4,4,4,4,5,3,healthy,0,0,1,0,0,square,0
366,9,21,1,5,3,2,3,2,4,2,3,3,3,7,3,4,3,3,3,2,2,black,1,0,0,1,1,square,1
366,10,21,1,5,3,2,4,4,4,4,4,5,5,7,4,3,3,3,3,5,3,fair,0,0,1,0,0,round,1
366,11,21,1,5,3,2,4,5,5,5,4,4,4,6,4,3,3,4,3,4,3,healthy,0,0,1,0,1,round,1
366,12,21,1,5,3,2,4,4,4,5,4,5,5,7,3,3,4,3,3,5,5,fair,0,0,1,0,0,long,0
367,7,20,0,3,3,1,4,4,4,4,3,3,3,2,2,4,1,1,2,2,2,healthy,1,1,1,1,1,square,0
367,8,20,0,3,3,3,4,4,5,4,2,4,4,7,3,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
367,9,20,0,3,3,1,2,2,3,3,2,3,3,2,2,2,2,1,2,2,2,black,1,0,0,1,1,square,1
367,10,20,0,3,3,3,4,4,3,5,4,4,3,7,3,3,4,4,4,4,4,fair,0,0,1,0,0,round,1
367,11,20,0,3,3,3,4,5,4,5,4,4,3,6,3,3,3,3,4,4,3,healthy,0,0,1,0,1,round,1
367,12,20,0,3,3,3,4,3,3,4,4,4,5,9,4,3,5,4,4,4,5,fair,0,0,1,0,0,long,0
368,1,25,1,5,1,1,3,2,2,1,3,3,3,5,2,3,3,2,3,2,1,black,0,0,1,0,0,long,1
368,2,25,1,5,1,1,3,1,2,2,4,4,3,6,2,3,3,2,3,4,3,healthy,0,1,0,1,0,square,0
368,3,25,1,5,1,1,4,3,4,3,3,3,4,7,3,2,3,2,4,4,4,healthy,0,0,0,0,0,square,0
368,4,25,1,5,1,2,2,3,3,3,3,3,3,6,2,2,3,2,4,4,4,fair,0,1,1,0,0,long,0
368,5,25,1,5,1,3,4,3,3,3,3,4,4,7,4,3,2,2,4,4,4,fair,0,0,1,0,0,round,1
368,6,25,1,5,1,3,4,3,4,3,3,3,3,7,3,3,3,4,4,4,3,healthy,0,0,0,0,0,long,1
369,1,28,0,4,1,2,2,2,2,2,4,3,2,7,3,4,4,4,4,4,4,black,0,0,1,0,0,long,1
369,2,28,0,4,1,2,3,4,4,4,4,5,5,5,3,3,3,3,3,4,3,healthy,0,1,0,1,0,square,0
369,3,28,0,4,1,3,3,3,5,3,5,5,5,9,4,4,3,4,4,4,4,healthy,0,0,0,0,0,square,0
369,4,28,0,4,1,3,4,4,4,4,4,3,3,9,4,4,4,4,4,4,3,fair,0,1,1,0,0,long,0
369,5,28,0,4,1,4,5,3,3,3,5,5,5,9,4,4,4,4,5,4,4,fair,0,0,1,0,0,round,1
369,6,28,0,4,1,3,4,4,4,4,4,3,4,9,4,4,3,4,4,4,4,healthy,0,0,0,0,0,long,1
370,1,19,0,1,1,4,2,2,2,2,2,3,2,9,4,4,5,4,4,4,4,black,0,0,1,0,0,long,1
370,2,19,0,1,1,2,3,2,2,3,4,4,3,6,3,3,3,3,3,4,2,healthy,0,1,0,1,0,square,0
370,3,19,0,1,1,1,4,3,4,4,4,4,4,5,4,3,3,3,3,5,5,healthy,0,0,0,0,0,square,0
370,4,19,0,1,1,2,3,2,3,2,3,2,3,7,4,4,3,3,3,4,3,fair,0,1,1,0,0,long,0
370,5,19,0,1,1,3,4,3,3,3,4,4,4,8,4,3,4,4,4,4,4,fair,0,0,1,0,0,round,1
370,6,19,0,1,1,2,2,3,3,2,3,3,2,6,3,3,3,3,3,4,5,healthy,0,0,0,0,0,long,1
